customer_id,total_orders,avg_order_value,avg_delivery_time,avg_rating,discount_rate,recency_days,order_frequency,value_per_minute,rating_discount_interaction,cluster_id,churn,churn_probability,risk_level,avg_sentiment,neg_review_ratio,channel,lat,lng,region,city
10380,14,39.25428571428571,50.71428571428572,3.521428571428572,0.4285714285714285,1,7.0,0.7590607734806628,1.5091836734693875,2,0,0.55034,Medium,3.0,0.5,Email,17.373744,78.506488,India,Hyderabad
10930,6,39.935,36.333333333333336,3.933333333333333,0.1666666666666666,1,3.0,1.0696875,0.6555555555555554,2,0,0.5452671,Medium,5.0,0.0,Chat,-6.246076,106.80356,Asia,Jakarta
10681,9,46.93333333333334,39.0,3.488888888888889,0.4444444444444444,1,4.5,1.1733333333333331,1.5506172839506172,2,0,0.5461804,Medium,3.5,0.25,Chat,25.304626,51.506974,Middle East,Doha
10692,7,52.68571428571429,46.57142857142857,3.2142857142857144,0.2857142857142857,1,3.5,1.1075075075075076,0.9183673469387756,2,0,0.59778607,Medium,2.6666666666666665,0.3333333333333333,Social,41.90607,12.501557,Europe,Rome
10924,11,37.20545454545454,37.27272727272727,2.7545454545454544,0.3636363636363636,1,5.5,0.9721140142517816,1.0016528925619834,2,0,0.57645273,Medium,3.0,0.0,Email,25.285912,51.528247,Middle East,Doha
11041,6,34.00333333333333,56.833333333333336,3.95,0.3333333333333333,1,3.0,0.5879538904899134,1.3166666666666664,2,0,0.5911615,Medium,3.0,0.0,Social,41.903534,12.502056,Europe,Rome
10282,11,43.69545454545455,46.54545454545455,3.863636363636364,0.4545454545454545,1,5.5,0.9190248565965584,1.756198347107438,2,0,0.5675603,Medium,5.0,0.0,Email,3.157307,101.711537,Asia,Kuala Lumpur
11029,5,27.360000000000003,51.8,3.62,0.2,1,2.5,0.5181818181818183,0.7240000000000001,2,0,0.5452671,Medium,3.0,0.0,Email,22.539131,88.343025,India,Kolkata
11232,10,38.078,38.8,3.79,0.6,1,5.0,0.9567336683417084,2.274,2,0,0.59005827,Medium,5.0,0.0,Chat,22.57939,88.408321,India,Kolkata
11465,8,32.95,51.875,3.7375,0.375,1,4.0,0.6231678486997636,1.4015624999999998,2,0,0.55034,Medium,1.0,1.0,Email,24.425892,54.328906,Middle East,Abu Dhabi
10903,5,47.722,55.2,3.22,0.6,1,2.5,0.8491459074733095,1.932,2,0,0.5461804,Medium,3.0,0.0,Email,13.048709,80.236954,India,Chennai
10556,11,43.88727272727272,41.18181818181818,3.436363636363636,0.2727272727272727,1,5.5,1.0404310344827583,0.937190082644628,2,0,0.5988595,Medium,2.6666666666666665,0.6666666666666666,Email,3.173317,101.655513,Asia,Kuala Lumpur
10550,8,40.87375,51.875,3.5875,0.25,1,4.0,0.7730260047281324,0.896875,2,0,0.57645273,Medium,4.0,0.0,Email,25.221955,55.246112,Middle East,Dubai
10729,10,37.84,53.1,3.97,0.5,1,5.0,0.699445471349353,1.985,2,0,0.5461804,Medium,4.0,0.0,Social,52.497286,13.381535,Europe,Berlin
10174,8,26.61125,44.5,3.5375,0.125,1,4.0,0.5848626373626373,0.4421875,2,0,0.5461804,Medium,3.0,0.0,Email,28.677633,77.103384,India,Delhi
11016,15,38.43933333333334,41.2,3.553333333333333,0.4666666666666667,1,7.5,0.9108846761453396,1.6582222222222225,2,0,0.5461804,Medium,4.0,0.25,Email,40.706543,-73.968568,USA,New York
10223,8,58.70625,62.625,3.175,0.125,1,4.0,0.9226915520628683,0.396875,2,0,0.5838616,Medium,5.0,0.0,Social,13.038386,80.245236,India,Chennai
10706,3,33.82,48.333333333333336,2.533333333333333,0.3333333333333333,1,1.5,0.6855405405405405,0.8444444444444443,2,0,0.54875636,Medium,5.0,0.0,Chat,52.525429,13.407524,Europe,Berlin
10248,6,50.66166666666667,49.833333333333336,3.233333333333333,0.1666666666666666,1,3.0,0.996622950819672,0.5388888888888888,2,0,0.58731014,Medium,4.0,0.0,Chat,25.281532,51.523338,Middle East,Doha
10233,5,28.128,33.4,2.9,0.2,1,2.5,0.8176744186046511,0.58,2,0,0.58731014,Medium,2.0,1.0,Email,52.4797,13.420755,Europe,Berlin
10114,7,54.53285714285715,38.0,3.4714285714285715,0.1428571428571428,1,3.5,1.3982783882783885,0.4959183673469388,2,0,0.5461804,Medium,3.5,0.5,Email,37.818726,-122.450115,USA,San Francisco
10035,7,38.48857142857143,38.0,3.642857142857143,0.2857142857142857,1,3.5,0.986886446886447,1.040816326530612,2,0,0.5988595,Medium,4.333333333333333,0.0,Email,35.628949,139.628616,Asia,Tokyo
10799,10,40.082,50.1,3.3200000000000003,0.4,1,5.0,0.7843835616438356,1.3280000000000003,2,0,0.5869129,Medium,4.0,0.3333333333333333,Email,28.701482,77.066799,India,Delhi
10526,5,45.998000000000005,46.2,3.18,0.4,1,2.5,0.9745338983050847,1.2720000000000002,2,0,0.57645273,Medium,5.0,0.0,Chat,25.22853,55.284673,Middle East,Dubai
10937,7,35.89714285714286,39.0,3.457142857142857,0.5714285714285714,1,3.5,0.8974285714285715,1.9755102040816324,2,0,0.5452671,Medium,3.0,0.0,Chat,35.711763,139.680868,Asia,Tokyo
11290,5,41.568,46.8,4.12,0.6,2,1.6666666666666667,0.8696234309623431,2.472,2,0,0.54947007,Medium,3.0,0.5,Email,41.932814,12.460935,Europe,Rome
10275,7,38.69,40.142857142857146,3.628571428571429,0.1428571428571428,2,2.333333333333333,0.9403819444444445,0.5183673469387755,2,0,0.59875757,Medium,3.0,0.0,Email,25.209467,55.309635,Middle East,Dubai
11032,6,45.09333333333333,45.66666666666666,4.0,0.0,2,2.0,0.9662857142857144,0.0,2,0,0.5461804,Medium,1.0,1.0,Chat,-6.199234,106.884514,Asia,Jakarta
11035,15,39.188,47.6,3.433333333333333,0.4,2,5.0,0.8063374485596707,1.3733333333333333,2,0,0.5563124,Medium,3.8333333333333335,0.1666666666666666,Email,25.21531,55.317999,Middle East,Dubai
11171,6,32.85666666666666,35.166666666666664,3.583333333333333,0.1666666666666666,2,2.0,0.908479262672811,0.5972222222222222,2,0,0.5461804,Medium,2.6666666666666665,0.6666666666666666,Chat,29.736844,-95.356051,USA,Houston
11120,8,35.985,40.375,3.35,0.25,2,2.6666666666666665,0.8697280966767371,0.8375,2,0,0.5911615,Medium,1.0,1.0,Chat,37.80311,-122.464712,USA,San Francisco
10356,8,39.17625,40.0,3.4125,0.25,2,2.6666666666666665,0.9555182926829268,0.853125,2,0,0.5461804,Medium,2.0,1.0,Social,28.730247,77.082217,India,Delhi
11276,13,43.072307692307696,50.38461538461539,3.5230769230769234,0.1538461538461538,2,4.333333333333333,0.8382335329341317,0.5420118343195267,2,0,0.58731014,Medium,3.4,0.0,Social,13.126232,80.229106,India,Chennai
10927,5,55.032,47.4,3.34,0.6,2,1.6666666666666667,1.13702479338843,2.004,0,0,0.5461804,Medium,3.0,0.0,Email,29.756375,-95.366901,USA,Houston
10307,9,55.91222222222222,44.66666666666666,3.411111111111111,0.2222222222222222,2,3.0,1.2243552311435524,0.7580246913580246,2,0,0.5958755,Medium,2.0,0.5,Social,25.199428,55.27705,Middle East,Dubai
11050,5,38.392,45.4,3.68,0.4,2,1.6666666666666667,0.8274137931034483,1.472,2,0,0.55726594,Medium,2.0,1.0,Chat,34.006083,-118.293041,USA,Los Angeles
10089,11,44.26,45.45454545454545,3.363636363636364,0.3636363636363636,2,3.6666666666666665,0.9527592954990216,1.2231404958677687,2,0,0.59094304,Medium,2.8,0.6,Email,22.591603,88.400914,India,Kolkata
10970,6,58.46333333333334,36.333333333333336,3.8,0.3333333333333333,2,2.0,1.565982142857143,1.2666666666666666,2,0,0.5452671,Medium,4.0,0.25,Social,29.737971,-95.328115,USA,Houston
11151,12,45.26500000000001,44.16666666666666,3.15,0.4166666666666667,2,4.0,1.002177121771218,1.3125,2,0,0.5461804,Medium,5.0,0.0,Chat,29.796028,-95.417659,USA,Houston
11363,8,50.88875,51.75,3.2875,0.25,2,2.6666666666666665,0.9647156398104264,0.821875,2,0,0.5974894,Medium,3.0,0.5,Social,24.756795,46.684089,Middle East,Riyadh
10984,9,45.46888888888888,45.55555555555556,3.6666666666666665,0.3333333333333333,2,3.0,0.9766587112171836,1.222222222222222,2,0,0.59875757,Medium,4.5,0.0,Chat,35.696862,139.665303,Asia,Tokyo
10109,4,44.675,39.75,3.525,0.75,2,1.3333333333333333,1.096319018404908,2.64375,0,0,0.5461804,Medium,3.0,0.0,Email,12.973326,77.617294,India,Bangalore
11019,9,40.65222222222222,33.666666666666664,3.088888888888889,0.1111111111111111,2,3.0,1.1726602564102564,0.3432098765432099,2,0,0.5461804,Medium,4.0,0.0,Chat,25.23613,55.278421,Middle East,Dubai
10449,12,41.12916666666667,46.16666666666666,3.45,0.3333333333333333,2,4.0,0.8719964664310955,1.15,2,0,0.59860563,Medium,1.0,1.0,Social,37.792061,-122.456715,USA,San Francisco
10942,11,39.78363636363636,44.09090909090909,3.290909090909091,0.2727272727272727,2,3.6666666666666665,0.8822983870967741,0.8975206611570248,2,0,0.5911615,Medium,5.0,0.0,Chat,37.788222,-122.460554,USA,San Francisco
10962,8,36.7725,48.375,3.275,0.125,2,2.6666666666666665,0.7447594936708861,0.409375,2,0,0.5461804,Medium,5.0,0.0,Chat,35.677085,139.668637,Asia,Tokyo
10527,13,48.169230769230765,50.76923076923077,3.3846153846153846,0.1538461538461538,2,4.333333333333333,0.9304606240713224,0.5207100591715976,2,0,0.55034,Medium,3.0,0.0,Email,13.085435,80.295591,India,Chennai
10829,6,41.455000000000005,41.16666666666666,3.85,0.6666666666666666,2,2.0,0.9831225296442688,2.5666666666666664,2,0,0.5974894,Medium,3.0,0.0,Social,19.090846,72.868179,India,Mumbai
10816,8,41.735,41.0,3.3625,0.5,2,2.6666666666666665,0.993690476190476,1.68125,2,0,0.5754055,Medium,5.0,0.0,Email,41.873852,12.470864,Europe,Rome
10012,9,51.986666666666665,49.44444444444444,3.333333333333333,0.3333333333333333,3,2.25,1.0305726872246697,1.1111111111111112,2,0,0.5911615,Medium,1.0,1.0,Email,12.997176,77.60157,India,Bangalore
11257,7,52.83,44.85714285714285,3.4285714285714284,0.7142857142857143,3,1.75,1.152056074766355,2.4489795918367347,0,0,0.5461804,Medium,3.0,0.0,Social,1.343124,103.784076,Asia,Singapore
10120,4,63.765,43.25,3.7,0.5,3,1.0,1.4410169491525424,1.85,0,0,0.5706453,Medium,3.0,0.0,Email,51.532356,-0.133391,Europe,London
11282,4,62.285,56.0,3.2,0.25,3,1.0,1.092719298245614,0.7999999999999999,0,0,0.5537442,Medium,2.333333333333333,0.6666666666666666,Email,52.520125,13.433189,Europe,Berlin
10639,8,43.245000000000005,50.5,3.55,0.375,3,2.0,0.8397087378640777,1.3312499999999998,2,0,0.59005827,Medium,3.0,0.0,Social,41.891355,-87.652031,USA,Chicago
10604,10,30.464,45.6,3.76,0.3,3,2.5,0.6537339055793991,1.128,2,0,0.58689797,Medium,3.0,0.0,Chat,41.915311,-87.593785,USA,Chicago
11399,9,55.62555555555556,53.888888888888886,3.111111111111111,0.1111111111111111,3,2.25,1.013421052631579,0.345679012345679,2,0,0.5676685,Medium,1.5,1.0,Chat,22.576748,88.393807,India,Kolkata
11390,13,45.43461538461538,54.61538461538461,3.776923076923077,0.4615384615384615,3,3.25,0.8169432918395574,1.7431952662721892,2,0,0.5563124,Medium,3.75,0.25,Email,41.924969,12.485666,Europe,Rome
10312,10,37.642,48.2,3.54,0.6,3,2.5,0.7650813008130082,2.124,2,0,0.5911615,Medium,3.333333333333333,0.3333333333333333,Social,29.782706,-95.344287,USA,Houston
11209,9,30.514444444444443,37.888888888888886,3.177777777777778,0.2222222222222222,3,2.25,0.7846571428571429,0.7061728395061728,2,0,0.5461804,Medium,2.0,0.5,Social,3.134771,101.654756,Asia,Kuala Lumpur
11135,14,37.55714285714286,50.785714285714285,3.507142857142857,0.1428571428571428,3,3.5,0.7252413793103448,0.5010204081632653,2,0,0.60012627,High,3.0,0.0,Email,41.903662,-87.60008,USA,Chicago
10753,10,38.5,40.9,3.37,0.2,3,2.5,0.918854415274463,0.674,2,0,0.5825662,Medium,2.0,0.5,Email,34.002647,-118.256676,USA,Los Angeles
11312,13,46.06923076923077,48.61538461538461,3.9615384615384617,0.4615384615384615,3,3.25,0.9285271317829458,1.8284023668639056,2,0,0.5461804,Medium,3.6666666666666665,0.3333333333333333,Social,48.886005,2.360629,Europe,Paris
10762,15,49.16066666666666,43.13333333333333,3.92,0.6,3,3.75,1.1139123867069487,2.352,2,0,0.5647227,Medium,4.6,0.0,Email,52.52592,13.429726,Europe,Berlin
10779,9,37.876666666666665,40.77777777777778,3.755555555555555,0.2222222222222222,3,2.25,0.906622340425532,0.8345679012345677,2,0,0.5521629,Medium,4.0,0.0,Email,24.406348,54.364706,Middle East,Abu Dhabi
10664,7,29.75857142857143,48.0,3.871428571428571,0.4285714285714285,3,1.75,0.6073177842565598,1.6591836734693877,2,0,0.60012627,High,3.0,0.0,Social,35.63242,139.657452,Asia,Tokyo
10997,7,31.722857142857144,43.0,3.071428571428572,0.2857142857142857,3,1.75,0.720974025974026,0.8775510204081632,2,0,0.5785651,Medium,3.0,0.0,Email,40.438296,-3.682476,Europe,Madrid
10992,12,41.41,35.833333333333336,4.0,0.3333333333333333,3,3.0,1.1242533936651582,1.3333333333333333,2,0,0.5869129,Medium,3.8,0.0,Email,12.986333,77.635208,India,Bangalore
10263,5,40.972,46.6,3.18,0.6,3,1.25,0.8607563025210084,1.908,0,0,0.5461804,Medium,5.0,0.0,Social,1.346171,103.801629,Asia,Singapore
10586,4,35.815,48.5,3.675,0.5,3,1.0,0.7235353535353535,1.8375,0,0,0.5461804,Medium,2.5,0.5,Chat,13.728222,100.489682,Asia,Bangkok
11332,9,48.07333333333334,37.11111111111112,3.4444444444444446,0.3333333333333333,3,2.25,1.261399416909621,1.148148148148148,2,0,0.58468664,Medium,4.333333333333333,0.0,Chat,41.952791,12.524761,Europe,Rome
11073,4,50.9525,49.5,3.275,0.25,3,1.0,1.008960396039604,0.81875,0,0,0.5537442,Medium,3.0,0.0,Email,13.737466,100.489969,Asia,Bangkok
10422,5,36.216,42.2,3.34,0.4,3,1.25,0.8383333333333333,1.336,0,0,0.5825662,Medium,3.0,0.0,Chat,41.897245,12.515543,Europe,Rome
11038,7,46.02857142857143,39.142857142857146,3.971428571428572,0.5714285714285714,3,1.75,1.1466192170818503,2.269387755102041,2,0,0.5461804,Medium,3.0,0.0,Email,34.025985,-118.273236,USA,Los Angeles
11189,11,44.86545454545455,40.45454545454545,3.672727272727272,0.2727272727272727,3,2.75,1.082280701754386,1.0016528925619832,2,0,0.5461804,Medium,5.0,0.0,Email,25.330688,51.559699,Middle East,Doha
11448,9,41.324444444444445,51.77777777777778,3.655555555555555,0.2222222222222222,3,2.25,0.7829894736842106,0.8123456790123456,2,0,0.5923042,Medium,5.0,0.0,Social,37.767501,-122.371691,USA,San Francisco
11458,11,49.97,39.0,3.3181818181818183,0.4545454545454545,3,2.75,1.24925,1.508264462809917,2,0,0.60012627,High,3.6,0.2,Email,48.819188,2.34143,Europe,Paris
11347,9,46.852222222222224,32.55555555555556,3.388888888888889,0.3333333333333333,3,2.25,1.3962582781456954,1.1296296296296295,2,0,0.5461804,Medium,5.0,0.0,Email,41.942729,12.502016,Europe,Rome
10081,8,58.74625,47.0,3.65,0.375,4,1.6,1.223880208333333,1.36875,0,0,0.5812162,Medium,3.0,0.5,Social,37.762543,-122.37288,USA,San Francisco
11088,14,41.722142857142856,36.92857142857143,3.4714285714285715,0.3571428571428571,4,2.8,1.1000188323917135,1.239795918367347,2,0,0.5452671,Medium,4.0,0.0,Chat,28.735265,77.146462,India,Delhi
10790,11,32.53272727272727,38.45454545454545,4.009090909090909,0.2727272727272727,4,2.2,0.8245622119815668,1.093388429752066,2,0,0.59778607,Medium,3.0,0.0,Email,13.074986,80.229836,India,Chennai
10146,9,48.31,42.66666666666666,3.088888888888889,0.5555555555555556,4,1.8,1.1063358778625956,1.7160493827160497,2,0,0.5911615,Medium,5.0,0.0,Chat,13.106906,80.237113,India,Chennai
10996,10,46.963,45.6,3.5,0.5,4,2.0,1.0077896995708155,1.75,2,0,0.5803464,Medium,3.0,0.6666666666666666,Email,41.882973,12.536929,Europe,Rome
10982,8,48.87625,44.125,3.6375,0.375,4,1.6,1.083130193905817,1.3640625000000002,2,0,0.591642,Medium,5.0,0.0,Chat,13.722237,100.532427,Asia,Bangkok
10401,7,52.11714285714286,43.71428571428572,3.9,0.4285714285714285,4,1.4,1.16555910543131,1.6714285714285713,0,0,0.5825662,Medium,5.0,0.0,Chat,48.851981,2.338442,Europe,Paris
10785,2,29.165,50.0,3.75,1.0,4,0.4,0.5718627450980392,3.75,0,0,0.5869129,Medium,3.0,0.0,Email,1.361423,103.845098,Asia,Singapore
11142,6,36.11666666666667,58.333333333333336,3.4333333333333336,0.3333333333333333,4,1.2,0.6087078651685394,1.1444444444444444,2,0,0.58731014,Medium,4.0,0.0,Email,37.773723,-122.421488,USA,San Francisco
10580,7,39.76428571428571,49.142857142857146,3.0857142857142854,0.1428571428571428,4,1.4,0.7930199430199429,0.4408163265306122,2,0,0.54947007,Medium,3.0,0.25,Chat,25.252811,51.492283,Middle East,Doha
11314,5,55.166,50.2,3.04,0.4,4,1.0,1.0774609375,1.2160000000000002,0,0,0.55726594,Medium,3.0,0.0,Email,3.144535,101.669405,Asia,Kuala Lumpur
10191,14,46.55357142857143,45.71428571428572,3.5142857142857147,0.4285714285714285,4,2.8,0.9965596330275228,1.506122448979592,2,0,0.5461804,Medium,2.6666666666666665,0.6666666666666666,Chat,19.118917,72.891045,India,Mumbai
11026,7,40.02857142857143,37.71428571428572,3.085714285714286,0.4285714285714285,4,1.4,1.0339483394833948,1.3224489795918368,0,0,0.5909236,Medium,4.0,0.0,Social,51.487726,-0.164214,Europe,London
11000,7,42.58571428571429,50.57142857142857,3.6142857142857134,0.2857142857142857,4,1.4,0.8257617728531856,1.0326530612244895,2,0,0.57645273,Medium,2.0,1.0,Email,29.777448,-95.390084,USA,Houston
11231,9,38.31555555555556,48.44444444444444,2.7777777777777777,0.4444444444444444,4,1.8,0.7749213483146069,1.2345679012345678,2,0,0.5601445,Medium,3.0,0.0,Chat,28.728441,77.142025,India,Delhi
11227,10,38.833,39.5,3.72,0.5,4,2.0,0.9588395061728394,1.86,2,0,0.5911615,Medium,4.0,0.0,Social,40.713069,-73.959324,USA,New York
10673,8,29.18875,38.5,3.425,0.5,4,1.6,0.7389556962025317,1.7125,2,0,0.5452671,Medium,3.0,0.0,Social,25.230867,55.256294,Middle East,Dubai
10217,8,43.05375,50.5,3.7875,0.25,4,1.6,0.835995145631068,0.946875,2,0,0.5461804,Medium,4.333333333333333,0.0,Email,51.539399,-0.101142,Europe,London
10583,6,46.13333333333333,43.0,3.0666666666666664,0.1666666666666666,4,1.2,1.0484848484848486,0.5111111111111111,0,0,0.5825662,Medium,3.5,0.5,Chat,40.368575,-3.665779,Europe,Madrid
10121,13,47.39692307692307,48.30769230769231,3.7615384615384615,0.4615384615384615,4,2.6,0.9612480499219968,1.7360946745562131,2,0,0.5869129,Medium,4.0,0.25,Chat,24.432038,54.413051,Middle East,Abu Dhabi
10108,11,47.86727272727273,47.63636363636363,3.5090909090909093,0.2727272727272727,4,2.2,0.9841869158878506,0.9570247933884296,2,0,0.5452671,Medium,3.0,0.0,Email,51.537233,-0.156734,Europe,London
11198,7,30.532857142857143,38.142857142857146,4.085714285714286,0.4285714285714285,4,1.4,0.7800364963503649,1.7510204081632654,2,0,0.56617284,Medium,4.0,0.0,Chat,1.36869,103.856298,Asia,Singapore
10366,8,50.63125,38.625,4.15,0.625,4,1.6,1.2777602523659306,2.59375,0,0,0.5825662,Medium,3.0,0.0,Email,40.679878,-73.976707,USA,New York
10915,8,35.0875,49.125,3.5125,0.125,4,1.6,0.7,0.4390625,2,0,0.59094304,Medium,4.0,0.0,Chat,12.975056,77.58766,India,Bangalore
10357,4,42.2025,61.5,4.125,0.25,4,0.8,0.6752400000000001,1.03125,1,0,0.59875757,Medium,5.0,0.0,Social,25.250678,51.539029,Middle East,Doha
10535,8,49.50625,48.5,3.15,0.5,4,1.6,1.0001262626262626,1.575,0,0,0.5461804,Medium,4.0,0.0,Email,13.722954,100.477716,Asia,Bangkok
11240,7,55.58285714285714,53.0,2.7285714285714286,0.0,4,1.4,1.0293121693121694,0.0,2,0,0.5452671,Medium,4.0,0.0,Chat,13.05362,80.288962,India,Chennai
10519,13,47.15384615384615,42.69230769230769,3.853846153846154,0.3076923076923077,4,2.6,1.079225352112676,1.1857988165680475,2,0,0.5461804,Medium,3.0,0.0,Email,17.426063,78.490972,India,Hyderabad
10655,6,44.505,48.5,3.733333333333333,0.3333333333333333,5,1.0,0.899090909090909,1.2444444444444442,0,0,0.54947007,Medium,1.5,1.0,Social,25.189482,55.281392,Middle East,Dubai
10446,12,43.19416666666667,46.16666666666666,3.325,0.25,5,2.0,0.9157773851590106,0.8312499999999999,2,0,0.5461804,Medium,3.5,0.5,Chat,3.109542,101.704966,Asia,Kuala Lumpur
10138,12,42.33583333333333,41.583333333333336,3.3166666666666664,0.4166666666666667,5,2.0,0.9941878669275928,1.3819444444444444,2,0,0.5647227,Medium,2.0,1.0,Social,22.539224,88.32331,India,Kolkata
10144,5,44.204,42.6,3.8,0.4,5,0.8333333333333334,1.0138532110091742,1.52,0,0,0.5911615,Medium,4.0,0.0,Email,17.425964,78.48458,India,Hyderabad
11423,9,44.26,48.22222222222222,3.111111111111111,0.2222222222222222,5,1.5,0.8991873589164785,0.691358024691358,2,0,0.54947007,Medium,4.333333333333333,0.0,Chat,35.709179,139.610176,Asia,Tokyo
11409,8,40.15625,41.25,3.3625000000000003,0.25,5,1.3333333333333333,0.9504437869822484,0.8406250000000001,2,0,0.5452671,Medium,3.25,0.25,Email,51.481748,-0.162969,Europe,London
10800,6,42.333333333333336,36.5,3.216666666666667,0.3333333333333333,5,1.0,1.128888888888889,1.0722222222222222,0,0,0.59005827,Medium,3.25,0.25,Email,19.032232,72.846311,India,Mumbai
10933,8,39.6575,38.875,3.825,0.125,5,1.3333333333333333,0.9945454545454544,0.478125,2,0,0.55034,Medium,3.5,0.25,Social,40.675173,-74.034557,USA,New York
11236,7,49.56,44.0,3.5,0.1428571428571428,5,1.1666666666666667,1.1013333333333333,0.5,0,0,0.5461804,Medium,4.0,0.0,Social,3.123103,101.710944,Asia,Kuala Lumpur
10426,10,41.6,46.8,3.61,0.1,5,1.6666666666666667,0.8702928870292888,0.361,2,0,0.5461804,Medium,2.6666666666666665,0.6666666666666666,Chat,28.708811,77.099066,India,Delhi
11375,8,35.065,45.0,3.1625,0.375,5,1.3333333333333333,0.7622826086956521,1.1859375,2,0,0.57645273,Medium,4.333333333333333,0.0,Chat,24.503746,54.368976,Middle East,Abu Dhabi
11311,12,51.336666666666666,53.5,3.533333333333333,0.5833333333333334,5,2.0,0.9419571865443424,2.061111111111112,2,0,0.5461804,Medium,4.166666666666667,0.1666666666666666,Email,34.024719,-118.222945,USA,Los Angeles
11296,12,46.7075,54.083333333333336,3.458333333333333,0.3333333333333333,5,2.0,0.8479425113464448,1.1527777777777777,2,0,0.5647227,Medium,4.25,0.25,Social,13.08851,80.266047,India,Chennai
10735,6,51.43333333333334,45.5,4.016666666666667,0.3333333333333333,5,1.0,1.1060931899641575,1.3388888888888888,0,0,0.5461804,Medium,2.0,0.6666666666666666,Social,37.760782,-122.468217,USA,San Francisco
11071,7,41.25571428571429,52.285714285714285,3.2142857142857144,0.2857142857142857,5,1.1666666666666667,0.7742359249329759,0.9183673469387756,0,0,0.60012627,High,3.0,0.0,Chat,29.809606,-95.368587,USA,Houston
11075,8,51.06375,36.0,3.8375,0.25,5,1.3333333333333333,1.3801013513513514,0.959375,0,0,0.5911615,Medium,3.0,0.0,Chat,51.509155,-0.144317,Europe,London
10767,8,55.65875,45.375,3.2125,0.375,5,1.3333333333333333,1.200188679245283,1.2046875,0,0,0.5537442,Medium,2.0,1.0,Chat,37.743475,-122.416113,USA,San Francisco
10983,9,38.62555555555556,38.333333333333336,3.2777777777777777,0.2222222222222222,5,1.5,0.982005649717514,0.728395061728395,2,0,0.60012627,High,4.0,0.2,Social,51.533916,-0.118957,Europe,London
11351,5,37.152,38.6,3.7400000000000007,0.0,5,0.8333333333333334,0.9381818181818182,0.0,1,0,0.58689797,Medium,3.0,0.0,Chat,35.652323,139.677935,Asia,Tokyo
10181,5,44.908,44.2,3.3200000000000003,0.2,5,0.8333333333333334,0.9935398230088496,0.6640000000000001,0,0,0.59778607,Medium,1.0,1.0,Chat,48.846541,2.385825,Europe,Paris
11277,6,57.91,45.333333333333336,3.533333333333333,0.3333333333333333,5,1.0,1.2498561151079135,1.1777777777777776,0,0,0.5461804,Medium,3.75,0.25,Chat,25.228869,55.30253,Middle East,Dubai
10959,8,43.24125,45.5,3.4,0.625,5,1.3333333333333333,0.9299193548387096,2.125,0,0,0.55034,Medium,4.0,0.0,Email,17.408443,78.46686,India,Hyderabad
10820,9,38.88444444444444,47.77777777777778,3.1666666666666665,0.1111111111111111,5,1.5,0.7971753986332573,0.3518518518518518,2,0,0.5452671,Medium,4.0,0.0,Social,35.712883,139.687641,Asia,Tokyo
10034,6,25.37833333333333,40.833333333333336,3.8333333333333335,0.3333333333333333,5,1.0,0.6066533864541832,1.2777777777777777,1,0,0.5461804,Medium,3.333333333333333,0.3333333333333333,Chat,13.754749,100.471944,Asia,Bangkok
